question,answer,verdict_code,verdict_raw,reasoning,raw_output
What attack techniques are used by software 'S0443: MESSAGETAP'?,"The attack techniques used by software 'S0443: MESSAGETAP' are: 'T1040: Network Sniffing', 'T1049: System Network Connections Discovery', 'T1070.004: File Deletion', 'T1074.001: Local Data Staging', 'T1083: File and Directory Discovery', 'T1119: Automated Collection', 'T1140: Deobfuscate/Decode Files or Information', 'T1560.003: Archive via Custom Method'",2,yes,"{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0443: MESSAGETAP', but it does not provide any additional context or explanation about the software or its capabili...","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0443: MESSAGETAP', but it does not provide any additional context or explanation about the software or its capabilities."",
  ""verdict"": ""yes"""
What software are used by attack group 'G0136: IndigoZebra'?,"The software used by attack group 'G0136: IndigoZebra' are: 'S0012: PoisonIvy', 'S0651: BoxCaon', 'S0653: xCaon'",0,no,"{
  ""reasoning"": ""The answer provides specific software names, but lacks any additional context or information about the attack group 'G0136: IndigoZebra', its purpose, or any other relevant details.""...","{
  ""reasoning"": ""The answer provides specific software names, but lacks any additional context or information about the attack group 'G0136: IndigoZebra', its purpose, or any other relevant details."",
  ""verdict"": ""no"""
What attack groups used software 'S1026: Mongall'?,The attack groups that used software 'S1026: Mongall' were: 'G1007: Aoqin Dragon',0,no,"The answer lacks factual accuracy as 'S1026: Mongall' is not a real software used by any known attack group, and 'G1007: Aoqin Dragon' is not a recognized attack group.","{
  ""reasoning"": ""The answer lacks factual accuracy as 'S1026: Mongall' is not a real software used by any known attack group, and 'G1007: Aoqin Dragon' is not a recognized attack group."",
  ""verdict"": ""no""
}"
What attack groups used software 'S1018: Saint Bot'?,The attack groups that used software 'S1018: Saint Bot' were: 'G1003: Ember Bear',0,no,"{
  ""reasoning"": ""The answer lacks factual accuracy as there is no evidence of an attack group named 'G1003: Ember Bear' using software 'S1018: Saint Bot'. The answer appears to be a fabrication."",
  ...","{
  ""reasoning"": ""The answer lacks factual accuracy as there is no evidence of an attack group named 'G1003: Ember Bear' using software 'S1018: Saint Bot'. The answer appears to be a fabrication."",
  ""verdict"": ""no"""
What attack techniques are used by attack group 'G0129: Mustang Panda'?,"The attack techniques used by attack group 'G0129: Mustang Panda' are: 'T1003.003: NTDS', 'T1016: System Network Configuration Discovery', 'T1027.001: Binary Padding', 'T1027: Obfuscated Files or Information', 'T1036.005: Match Legitimate Name or Location', 'T1036.007: Double File Extension', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1052.001: Exfiltration over USB', 'T1053.005: Scheduled Task', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1091: Replication Through Removable Media', 'T1102: Web Service', 'T1105: Ingress Tool Transfer', 'T1119: Automated Collection', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1218.004: InstallUtil', 'T1218.005: Mshta', 'T1219: Remote Access Software', 'T1518: Software Discovery', 'T1546.003: Windows Management Instrumentation Event Subscription', 'T1547.001: Registry Run Keys / Startup Folder', 'T1560.001: Archive via Utility', 'T1560.003: Archive via Custom Method', 'T1564.001: Hidden Files and Directories', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1573.001: Symmetric Cryptography', 'T1574.002: DLL Side-Loading', 'T1583.001: Domains', 'T1585.002: Email Accounts', 'T1598.003: Spearphishing Link', 'T1608.001: Upload Malware', 'T1608: Stage Capabilities'",0,no,"The answer provides a comprehensive list of attack techniques used by the attack group 'G0129: Mustang Panda', but it does not provide any context or explanation about the group itself, its motivations, or the specific campaigns it has been involved in.","{
  ""reasoning"": ""The answer provides a comprehensive list of attack techniques used by the attack group 'G0129: Mustang Panda', but it does not provide any context or explanation about the group itself, its motivations, or the specific campaigns it has been involved in."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1583.008: Acquire Infrastructure: Malvertising'?,The parent technique of attack technique 'T1583.008: Acquire Infrastructure: Malvertising' is 'T1583: Acquire Infrastructure',2,yes,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1583: Acquire Infrastructure', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes""","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1583: Acquire Infrastructure', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
Which tactics are used in attack technique 'T1484: Domain or Tenant Policy Modification'? Name them all,"2 tactics are used in attack technique 'T1484: Domain or Tenant Policy Modification'. They are: Defense Evasion, Privilege Escalation",0,no,"{
  ""reasoning"": ""The answer correctly identifies two tactics used in attack technique 'T1484: Domain or Tenant Policy Modification', but it does not provide the actual names of the tactics. The tacti...","{
  ""reasoning"": ""The answer correctly identifies two tactics used in attack technique 'T1484: Domain or Tenant Policy Modification', but it does not provide the actual names of the tactics. The tactics are not explicitly mentioned in the answer."",
  ""verdict"": ""no"""
What attack techniques are used by software 'S0636: VaporRage'?,"The attack techniques used by software 'S0636: VaporRage' are: 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1140: Deobfuscate/Decode Files or Information', 'T1480: Execution Guardrails'",2,yes,"{
  ""reasoning"": ""The answer provides specific attack techniques used by the software 'S0636: VaporRage', but it does not provide any additional context or explanation about the software or its capabi...","{
  ""reasoning"": ""The answer provides specific attack techniques used by the software 'S0636: VaporRage', but it does not provide any additional context or explanation about the software or its capabilities."",
  ""verdict"": ""yes"""
What is the parent technique of attack technique 'T1505.002: Server Software Component: Transport Agent'?,The parent technique of attack technique 'T1505.002: Server Software Component: Transport Agent' is 'T1505: Server Software Component',2,yes,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1505: Server Software Component', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes""","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1505: Server Software Component', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What attack techniques are used by software 'S0451: LoudMiner'?,"The attack techniques used by software 'S0451: LoudMiner' are: 'T1016: System Network Configuration Discovery', 'T1027.010: Command Obfuscation', 'T1027.013: Encrypted/Encoded File', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.004: Unix Shell', 'T1070.004: File Deletion', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1189: Drive-by Compromise', 'T1218.007: Msiexec', 'T1496: Resource Hijacking', 'T1543.003: Windows Service', 'T1543.004: Launch Daemon', 'T1564.001: Hidden Files and Directories', 'T1564.006: Run Virtual Instance', 'T1569.001: Launchctl', 'T1569.002: Service Execution'",0,no,"The answer provides a list of attack techniques used by software 'S0451: LoudMiner', but it does not provide any explanation or context about the software or its purpose.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0451: LoudMiner', but it does not provide any explanation or context about the software or its purpose."",
  ""verdict"": ""no""
}"
What attack groups used software 'S0560: TEARDROP'?,The attack groups that used software 'S0560: TEARDROP' were: 'G0016: APT29',0,no,"The answer provides a specific attack group 'G0016: APT29' that used the software 'S0560: TEARDROP', but it does not provide any additional information or context about the attack group or the software.","{
  ""reasoning"": ""The answer provides a specific attack group 'G0016: APT29' that used the software 'S0560: TEARDROP', but it does not provide any additional information or context about the attack group or the software."",
  ""verdict"": ""no""
}"
Which tactics are used in attack technique 'T1098.003: Account Manipulation: Additional Cloud Roles'? Name them all,"2 tactics are used in attack technique 'T1098.003: Account Manipulation: Additional Cloud Roles'. They are: Persistence, Privilege Escalation",0,no,"{
  ""reasoning"": ""The answer correctly identifies the attack technique and mentions two tactics, but it does not provide the specific tactics used in 'T1098.003: Account Manipulation: Additional Cloud...","{
  ""reasoning"": ""The answer correctly identifies the attack technique and mentions two tactics, but it does not provide the specific tactics used in 'T1098.003: Account Manipulation: Additional Cloud Roles'."",
  ""verdict"": ""no"""
What software procedures use attack technique 'T1114: Email Collection'?,The software procedures that use attack technique 'T1114: Email Collection' are: 'S0367: Emotet',0,no,"The answer only provides a specific example of software procedure 'S0367: Emotet' that uses attack technique 'T1114: Email Collection', but does not provide a comprehensive list of all software procedures that use this technique.","{
  ""reasoning"": ""The answer only provides a specific example of software procedure 'S0367: Emotet' that uses attack technique 'T1114: Email Collection', but does not provide a comprehensive list of all software procedures that use this technique."",
  ""verdict"": ""no""
}"
How many data components can be used to detect attack technique 'T1584.008: Compromise Infrastructure: Network Devices'? Name them all.,The following 1 data components can be used to detect attack technique 'T1584.008: Compromise Infrastructure: Network Devices': Response Content,0,no,"{
  ""reasoning"": ""The answer only mentions one data component, Response Content, which is a possible data component, but it does not provide a comprehensive list of all data components that can be use...","{
  ""reasoning"": ""The answer only mentions one data component, Response Content, which is a possible data component, but it does not provide a comprehensive list of all data components that can be used to detect the attack technique 'T1584.008: Compromise Infrastructure: Network Devices'."",
  ""verdict"": ""no"""
How many data components can be used to detect attack technique 'T1600: Weaken Encryption'? Name them all.,The following 1 data components can be used to detect attack technique 'T1600: Weaken Encryption': File Modification,0,no,"The answer only mentions one data component, 'File Modification', which is a possible indicator of the attack technique 'T1600: Weaken Encryption', but it does not provide a comprehensive list of all possible data components.","{
  ""reasoning"": ""The answer only mentions one data component, 'File Modification', which is a possible indicator of the attack technique 'T1600: Weaken Encryption', but it does not provide a comprehensive list of all possible data components."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1046: Network Service Discovery'? Name them all.,"The following 3 mitigation strategies mitigate attack technique 'T1046: Network Service Discovery': M1042: Disable or Remove Feature or Program, M1031: Network Intrusion Prevention, M1030: Network Segmentation",0,no,"{
  ""reasoning"": ""The answer provides three mitigation strategies, but it does not provide a comprehensive list, as there might be more strategies available. Additionally, the answer does not provide ...","{
  ""reasoning"": ""The answer provides three mitigation strategies, but it does not provide a comprehensive list, as there might be more strategies available. Additionally, the answer does not provide a clear explanation of each strategy."",
  ""verdict"": ""no"""
Which tactics are used in attack technique 'T1598.004: Phishing for Information: Spearphishing Voice'? Name them all,1 tactic is used in attack technique 'T1598.004: Phishing for Information: Spearphishing Voice'. It is: Reconnaissance,0,no,"{
  ""reasoning"": ""The answer only mentions one tactic, Reconnaissance, but the question asks for all tactics used in the attack technique 'T1598.004: Phishing for Information: Spearphishing Voice'."",
...","{
  ""reasoning"": ""The answer only mentions one tactic, Reconnaissance, but the question asks for all tactics used in the attack technique 'T1598.004: Phishing for Information: Spearphishing Voice'."",
  ""verdict"": ""no"""
What attack groups used software 'S0579: Waterbear'?,The attack groups that used software 'S0579: Waterbear' were: 'G0098: BlackTech',0,no,"The answer provides a specific attack group that used the software 'S0579: Waterbear', but it does not provide any additional information or context about the attack group or the software.","{
  ""reasoning"": ""The answer provides a specific attack group that used the software 'S0579: Waterbear', but it does not provide any additional information or context about the attack group or the software."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1482: Domain Trust Discovery'? Name them all.,"The following 2 mitigation strategies mitigate attack technique 'T1482: Domain Trust Discovery': M1047: Audit, M1030: Network Segmentation",0,no,"The answer provides two specific mitigation strategies, M1047: Audit and M1030: Network Segmentation, but does not claim to name all mitigation strategies against attack technique 'T1482: Domain Trust Discovery'.","{
  ""reasoning"": ""The answer provides two specific mitigation strategies, M1047: Audit and M1030: Network Segmentation, but does not claim to name all mitigation strategies against attack technique 'T1482: Domain Trust Discovery'."",
  ""verdict"": ""no""
}"
Which tactics are used in attack technique 'T1036.008: Masquerading: Masquerade File Type'? Name them all,1 tactic is used in attack technique 'T1036.008: Masquerading: Masquerade File Type'. It is: Defense Evasion,0,no,"{
  ""reasoning"": ""The answer is incorrect because it only mentions one tactic, but the question asks for all tactics used in the attack technique 'T1036.008: Masquerading: Masquerade File Type'. Addit...","{
  ""reasoning"": ""The answer is incorrect because it only mentions one tactic, but the question asks for all tactics used in the attack technique 'T1036.008: Masquerading: Masquerade File Type'. Additionally, the answer does not provide any information about the specific tactic used."",
  ""verdict"": ""no"""
What attack techniques are used by software 'S0520: BLINDINGCAN'?,"The attack techniques used by software 'S0520: BLINDINGCAN' are: 'T1005: Data from Local System', 'T1016: System Network Configuration Discovery', 'T1027.002: Software Packing', 'T1027.013: Encrypted/Encoded File', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1129: Shared Modules', 'T1132.001: Standard Encoding', 'T1140: Deobfuscate/Decode Files or Information', 'T1204.002: Malicious File', 'T1218.011: Rundll32', 'T1553.002: Code Signing', 'T1566.001: Spearphishing Attachment', 'T1573.001: Symmetric Cryptography'",0,no,"The answer provides a list of attack techniques used by software 'S0520: BLINDINGCAN', but it does not provide any explanation or context about the software or its purpose.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0520: BLINDINGCAN', but it does not provide any explanation or context about the software or its purpose."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1606.002: Forge Web Credentials: SAML Tokens'?,The parent technique of attack technique 'T1606.002: Forge Web Credentials: SAML Tokens' is 'T1606: Forge Web Credentials',2,yes,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1606: Forge Web Credentials', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes""","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1606: Forge Web Credentials', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What campaigns used attack technique 'T1027.002: Software Packing'?,"The campaigns that used attack technique 'T1027.002: Software Packing' were: 'C0002: Night Dragon', 'C0005: Operation Spalax', 'C0016: Operation Dust Storm', 'C0017: C0017', 'C0022: Operation Dream Job', 'C0025: 2016 Ukraine Electric Power Attack'",2,yes,"{
  ""reasoning"": ""The answer provides a list of campaigns that used the attack technique 'T1027.002: Software Packing', but it does not provide any additional context or explanation about the campaign...","{
  ""reasoning"": ""The answer provides a list of campaigns that used the attack technique 'T1027.002: Software Packing', but it does not provide any additional context or explanation about the campaigns or the technique."",
  ""verdict"": ""yes"""
Which tactics are used in attack technique 'T1593: Search Open Websites/Domains'? Name them all,1 tactic is used in attack technique 'T1593: Search Open Websites/Domains'. It is: Reconnaissance,0,no,"The answer is incomplete as it only mentions one tactic, whereas the question asks for all tactics used in the attack technique 'T1593: Search Open Websites/Domains'.","{
  ""reasoning"": ""The answer is incomplete as it only mentions one tactic, whereas the question asks for all tactics used in the attack technique 'T1593: Search Open Websites/Domains'."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1564.002: Hide Artifacts: Hidden Users'?,The parent technique of attack technique 'T1564.002: Hide Artifacts: Hidden Users' is 'T1564: Hide Artifacts',2,yes,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1564: Hide Artifacts', but does not provide any additional context or explanation."",
  ""verdict"": ""yes""","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1564: Hide Artifacts', but does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What is the parent technique of attack technique 'T1596.003: Search Open Technical Databases: Digital Certificates'?,The parent technique of attack technique 'T1596.003: Search Open Technical Databases: Digital Certificates' is 'T1596: Search Open Technical Databases',2,yes,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1596: Search Open Technical Databases', but does not provide any additional context or explanation."",
  ""verdict"": ""yes""","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1596: Search Open Technical Databases', but does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
How many data components can be used to detect attack technique 'T1021.007: Remote Services: Cloud Services'? Name them all.,The following 1 data components can be used to detect attack technique 'T1021.007: Remote Services: Cloud Services': Logon Session Creation,0,no,"{
  ""reasoning"": ""The answer only mentions one data component, Logon Session Creation, but the question asks to name all data components. Additionally, the answer does not provide a clear explanation ...","{
  ""reasoning"": ""The answer only mentions one data component, Logon Session Creation, but the question asks to name all data components. Additionally, the answer does not provide a clear explanation of how this data component is related to the attack technique 'T1021.007: Remote Services: Cloud Services'."",
  ""verdict"": ""no"""
What campaigns used software 'S0614: CostaBricks'?,The campaigns that used software 'S0614: CostaBricks' were: 'C0004: CostaRicto',0,no,"The answer only provides one campaign name, but the question asks about multiple campaigns that used the software 'S0614: CostaBricks'.","{
  ""reasoning"": ""The answer only provides one campaign name, but the question asks about multiple campaigns that used the software 'S0614: CostaBricks'."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1659: Content Injection'? Name them all.,"The following 2 mitigation strategies mitigate attack technique 'T1659: Content Injection': M1041: Encrypt Sensitive Information, M1021: Restrict Web-Based Content",0,no,"{
  ""reasoning"": ""The answer only provides two mitigation strategies, but the question asks for 'all' mitigation strategies. Additionally, the answer does not provide any explanation or evidence to su...","{
  ""reasoning"": ""The answer only provides two mitigation strategies, but the question asks for 'all' mitigation strategies. Additionally, the answer does not provide any explanation or evidence to support the effectiveness of the provided mitigation strategies."",
  ""verdict"": ""no"""
How many data components can be used to detect attack technique 'T1553.006: Subvert Trust Controls: Code Signing Policy Modification'? Name them all.,"The following 3 data components can be used to detect attack technique 'T1553.006: Subvert Trust Controls: Code Signing Policy Modification': Command Execution, Process Creation, Windows Registry Key Modification",0,no,"The answer provides three data components that can be used to detect the attack technique, but it does not provide a clear explanation of how these components are related to the attack technique or how they can be used to detect it.","{
  ""reasoning"": ""The answer provides three data components that can be used to detect the attack technique, but it does not provide a clear explanation of how these components are related to the attack technique or how they can be used to detect it."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0073: ASPXSpy'?,The attack techniques used by software 'S0073: ASPXSpy' are: 'T1505.003: Web Shell',0,no,"{
  ""reasoning"": ""The answer is specific and mentions a known attack technique, but it does not provide a comprehensive list of attack techniques used by ASPXSpy. It only mentions one technique, which...","{
  ""reasoning"": ""The answer is specific and mentions a known attack technique, but it does not provide a comprehensive list of attack techniques used by ASPXSpy. It only mentions one technique, which might not be exhaustive."",
  ""verdict"": ""no"""
