question,answer,y_pred,raw_output
What software procedures use attack technique 'T1071.004: DNS'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1006: Direct Volume Access'?,The groups that used attack technique 'T1006: Direct Volume Access' are: 'G1015: Scattered Spider',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1027.013: Encrypted/Encoded File'?,"The groups that used attack technique 'T1027.013: Encrypted/Encoded File' are: 'G0007: APT28', 'G0012: Darkhotel', 'G0021: Molerats', 'G0024: Putter Panda', 'G0026: APT18', 'G0027: Threat Group-3390', 'G0032: Lazarus Group', 'G0043: Group5', 'G0045: menuPass', 'G0049: OilRig', 'G0050: APT32', 'G0059: Magic Hound', 'G0064: APT33', 'G0065: Leviathan', 'G0066: Elderwood', 'G0070: Dark Caracal', 'G0073: APT19', 'G0081: Tropic Trooper', 'G0087: APT39', 'G0092: TA505', 'G0100: Inception', 'G0103: Mofang', 'G0107: Whitefly', 'G0108: Blue Mockingbird', 'G0117: Fox Kitten', 'G0121: Sidewinder', 'G0126: Higaisa', 'G0134: Transparent Tribe', 'G0139: TeamTNT', 'G1002: BITTER', 'G1009: Moses Staff', 'G1013: Metador', 'G1018: TA2541', 'G1026: Malteiro'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1056.002: GUI Input Capture'?,The groups that used attack technique 'T1056.002: GUI Input Capture' are: 'G0085: FIN4',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0025: CALENDAR'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1055.001: Process Injection: Dynamic-link Library Injection'?,The parent technique of attack technique 'T1055.001: Process Injection: Dynamic-link Library Injection' is 'T1055: Process Injection',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1562.012: Impair Defenses: Disable or Modify Linux Audit System'?,The parent technique of attack technique 'T1562.012: Impair Defenses: Disable or Modify Linux Audit System' is 'T1562: Impair Defenses',2,"{""verdict"": ""yes""}"
What attack groups used software 'S0335: Carbon'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1546.002: Event Triggered Execution: Screensaver'?,The parent technique of attack technique 'T1546.002: Event Triggered Execution: Screensaver' is 'T1546: Event Triggered Execution',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1590.001: Domain Properties'?,The groups that used attack technique 'T1590.001: Domain Properties' are: 'G0034: Sandworm Team',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1542.003: Bootkit'?,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0119: Cachedump'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0187: Daserf'?,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1566.001: Spearphishing Attachment'?,"The campaigns that used attack technique 'T1566.001: Spearphishing Attachment' were: 'C0001: Frankenstein', 'C0005: Operation Spalax', 'C0011: C0011', 'C0015: C0015', 'C0016: Operation Dust Storm', 'C0022: Operation Dream Job', 'C0028: 2015 Ukraine Electric Power Attack'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0032: gh0st RAT'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1218.012: System Binary Proxy Execution: Verclsid'?,The parent technique of attack technique 'T1218.012: System Binary Proxy Execution: Verclsid' is 'T1218: System Binary Proxy Execution',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1136.003: Cloud Account'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1574.010: Services File Permissions Weakness'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1059.006: Python'?,"The groups that used attack technique 'T1059.006: Python' are: 'G0010: Turla', 'G0016: APT29', 'G0035: Dragonfly', 'G0060: BRONZE BUTLER', 'G0067: APT37', 'G0069: MuddyWater', 'G0087: APT39', 'G0094: Kimsuky', 'G0095: Machete', 'G0106: Rocke', 'G0128: ZIRCONIUM', 'G0131: Tonto Team', 'G1006: Earth Lusca', 'G1021: Cinnamon Tempest'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1587.001: Malware'?,"The groups that used attack technique 'T1587.001: Malware' are: 'G0003: Cleaver', 'G0004: Ke3chang', 'G0010: Turla', 'G0016: APT29', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0046: FIN7', 'G0094: Kimsuky', 'G0119: Indrik Spider', 'G0139: TeamTNT', 'G1007: Aoqin Dragon', 'G1009: Moses Staff', 'G1014: LuminousMoth', 'G1016: FIN13'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S1051: KEYPLUG'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0026: APT18'?,"The software used by attack group 'G0026: APT18' are: 'S0032: gh0st RAT', 'S0070: HTTPBrowser', 'S0071: hcdLoader', 'S0106: cmd', 'S0124: Pisloader'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1570: Lateral Tool Transfer'?,"The campaigns that used attack technique 'T1570: Lateral Tool Transfer' were: 'C0014: Operation Wocao', 'C0015: C0015', 'C0018: C0018', 'C0025: 2016 Ukraine Electric Power Attack', 'C0028: 2015 Ukraine Electric Power Attack', 'C0034: 2022 Ukraine Electric Power Attack'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0553: MoleNet'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1548.003: Abuse Elevation Control Mechanism: Sudo and Sudo Caching'?,The parent technique of attack technique 'T1548.003: Abuse Elevation Control Mechanism: Sudo and Sudo Caching' is 'T1548: Abuse Elevation Control Mechanism',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0053: FIN5'?,"The software used by attack group 'G0053: FIN5' are: 'S0005: Windows Credential Editor', 'S0006: pwdump', 'S0029: PsExec', 'S0169: RawPOS', 'S0173: FLIPSIDE', 'S0195: SDelete'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1053: Scheduled Task/Job'?,The groups that used attack technique 'T1053: Scheduled Task/Job' are: 'G1006: Earth Lusca',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1578.001: Modify Cloud Compute Infrastructure: Create Snapshot'?,The parent technique of attack technique 'T1578.001: Modify Cloud Compute Infrastructure: Create Snapshot' is 'T1578: Modify Cloud Compute Infrastructure',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1111: Multi-Factor Authentication Interception'?,"The groups that used attack technique 'T1111: Multi-Factor Authentication Interception' are: 'G0094: Kimsuky', 'G0114: Chimera', 'G1004: LAPSUS$'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0224: Havij'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0534: Bazar'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1123: Audio Capture'?,The groups that used attack technique 'T1123: Audio Capture' are: 'G0067: APT37',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1114.003: Email Collection: Email Forwarding Rule'?,The parent technique of attack technique 'T1114.003: Email Collection: Email Forwarding Rule' is 'T1114: Email Collection',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1649: Steal or Forge Authentication Certificates'?,The groups that used attack technique 'T1649: Steal or Forge Authentication Certificates' are: 'G0016: APT29',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1574.014: Hijack Execution Flow: AppDomainManager'?,The parent technique of attack technique 'T1574.014: Hijack Execution Flow: AppDomainManager' is 'T1574: Hijack Execution Flow',2,"{""verdict"": ""yes""}"
What campaigns used software 'S0589: Sibot'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1087.003: Email Account'?,The campaigns that used attack technique 'T1087.003: Email Account' were: 'C0027: C0027',0,"{""verdict"": ""no""}"
What attack groups used software 'S0483: IcedID'?,,0,"{""verdict"": ""no""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1070.007: Indicator Removal: Clear Network Connection History and Configurations'?,The parent technique of attack technique 'T1070.007: Indicator Removal: Clear Network Connection History and Configurations' is 'T1070: Indicator Removal',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1569: System Services'?,The groups that used attack technique 'T1569: System Services' are: 'G0139: TeamTNT',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1090.003: Proxy: Multi-hop Proxy'?,The parent technique of attack technique 'T1090.003: Proxy: Multi-hop Proxy' is 'T1090: Proxy',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1590.004: Gather Victim Network Information: Network Topology'?,The parent technique of attack technique 'T1590.004: Gather Victim Network Information: Network Topology' is 'T1590: Gather Victim Network Information',2,"{""verdict"": ""yes""}"
What attack groups used software 'S0079: MobileOrder'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1218.007: System Binary Proxy Execution: Msiexec'?,The parent technique of attack technique 'T1218.007: System Binary Proxy Execution: Msiexec' is 'T1218: System Binary Proxy Execution',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0104: netstat'?,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1554: Compromise Host Software Binary'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1556.001: Domain Controller Authentication'?,The groups that used attack technique 'T1556.001: Domain Controller Authentication' are: 'G0114: Chimera',1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0607: KillDisk'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1538: Cloud Service Dashboard'?,The groups that used attack technique 'T1538: Cloud Service Dashboard' are: 'G1015: Scattered Spider',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1003.006: DCSync'?,"The groups that used attack technique 'T1003.006: DCSync' are: 'G1004: LAPSUS$', 'G1006: Earth Lusca'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0164: TDTESS'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0472: down_new'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1027.009: Obfuscated Files or Information: Embedded Payloads'?,The parent technique of attack technique 'T1027.009: Obfuscated Files or Information: Embedded Payloads' is 'T1027: Obfuscated Files or Information',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S1123: PITSTOP'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1027.013: Encrypted/Encoded File'?,"The campaigns that used attack technique 'T1027.013: Encrypted/Encoded File' were: 'C0002: Night Dragon', 'C0005: Operation Spalax', 'C0006: Operation Honeybee', 'C0016: Operation Dust Storm', 'C0022: Operation Dream Job', 'C0029: Cutting Edge'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0214: HAPPYWORK'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0143: Aquatic Panda'?,"The software used by attack group 'G0143: Aquatic Panda' are: 'S0154: Cobalt Strike', 'S0385: njRAT'",1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1620: Reflective Code Loading'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1614: System Location Discovery'?,The groups that used attack technique 'T1614: System Location Discovery' are: 'G1008: SideCopy',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1070.004: Indicator Removal: File Deletion'?,The parent technique of attack technique 'T1070.004: Indicator Removal: File Deletion' is 'T1070: Indicator Removal',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0265: Kazuar'?,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1562.002: Disable Windows Event Logging'?,"The groups that used attack technique 'T1562.002: Disable Windows Event Logging' are: 'G0027: Threat Group-3390', 'G0059: Magic Hound'",2,"{""verdict"": ""yes""}"
What software procedures use attack technique 'T1036.004: Masquerade Task or Service'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
