question,answer,y_pred,raw_output
What is the parent technique of attack technique 'T1114.002: Email Collection: Remote Email Collection'?,The parent technique of attack technique 'T1114.002: Email Collection: Remote Email Collection' is 'T1114: Email Collection',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1590.006: Gather Victim Network Information: Network Security Appliances'?,The parent technique of attack technique 'T1590.006: Gather Victim Network Information: Network Security Appliances' is 'T1590: Gather Victim Network Information',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1133: External Remote Services'?,"The campaigns that used attack technique 'T1133: External Remote Services' were: 'C0002: Night Dragon', 'C0004: CostaRicto', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0024: SolarWinds Compromise', 'C0027: C0027', 'C0028: 2015 Ukraine Electric Power Attack', 'C0032: C0032'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1591.004: Identify Roles'?,"The groups that used attack technique 'T1591.004: Identify Roles' are: 'G1001: HEXANE', 'G1004: LAPSUS$'",1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0110: at'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1620: Reflective Code Loading'?,The groups that used attack technique 'T1620: Reflective Code Loading' are: 'G0032: Lazarus Group',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1213.001: Confluence'?,The groups that used attack technique 'T1213.001: Confluence' are: 'G1004: LAPSUS$',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1568.002: Dynamic Resolution: Domain Generation Algorithms'?,The parent technique of attack technique 'T1568.002: Dynamic Resolution: Domain Generation Algorithms' is 'T1568: Dynamic Resolution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1137.002: Office Application Startup: Office Test'?,The parent technique of attack technique 'T1137.002: Office Application Startup: Office Test' is 'T1137: Office Application Startup',2,"{""verdict"": ""yes""}"
What software procedures use attack technique 'T1497: Virtualization/Sandbox Evasion'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1036.001: Masquerading: Invalid Code Signature'?,The parent technique of attack technique 'T1036.001: Masquerading: Invalid Code Signature' is 'T1036: Masquerading',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0073: ASPXSpy'?,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1204: User Execution'?,"The groups that used attack technique 'T1204: User Execution' are: 'G1004: LAPSUS$', 'G1015: Scattered Spider'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0135: BackdoorDiplomacy'?,"The software used by attack group 'G0135: BackdoorDiplomacy' are: 'S0002: Mimikatz', 'S0020: China Chopper', 'S0262: QuasarRAT', 'S0590: NBTscan', 'S0647: Turian'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1136: Create Account'?,"The groups that used attack technique 'T1136: Create Account' are: 'G0119: Indrik Spider', 'G1015: Scattered Spider'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0093: Backdoor.Oldrea'?,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1036.002: Right-to-Left Override'?,"The groups that used attack technique 'T1036.002: Right-to-Left Override' are: 'G0004: Ke3chang', 'G0029: Scarlet Mimic', 'G0060: BRONZE BUTLER', 'G0098: BlackTech', 'G0137: Ferocious Kitten'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1574.012: COR_PROFILER'?,The groups that used attack technique 'T1574.012: COR_PROFILER' are: 'G0108: Blue Mockingbird',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0144: ChChes'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1553.001: Subvert Trust Controls: Gatekeeper Bypass'?,The parent technique of attack technique 'T1553.001: Subvert Trust Controls: Gatekeeper Bypass' is 'T1553: Subvert Trust Controls',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1656: Impersonation'?,"The campaigns that used attack technique 'T1656: Impersonation' were: 'C0022: Operation Dream Job', 'C0027: C0027'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0019: Naikon'?,"The software used by attack group 'G0019: Naikon' are: 'S0029: PsExec', 'S0039: Net', 'S0055: RARSTONE', 'S0057: Tasklist', 'S0058: SslMM', 'S0059: WinMM', 'S0060: Sys10', 'S0061: HDoor', 'S0095: ftp', 'S0096: Systeminfo', 'S0097: Ping', 'S0108: netsh', 'S0456: Aria-body', 'S0629: RainyDay', 'S0630: Nebulae'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0241: RATANKBA'?,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1136.001: Local Account'?,"The groups that used attack technique 'T1136.001: Local Account' are: 'G0022: APT3', 'G0035: Dragonfly', 'G0059: Magic Hound', 'G0077: Leafminer', 'G0087: APT39', 'G0094: Kimsuky', 'G0096: APT41', 'G0102: Wizard Spider', 'G0117: Fox Kitten', 'G0139: TeamTNT', 'G1016: FIN13', 'G1023: APT5'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0057: Tasklist'?,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S1040: Rclone'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1137.001: Office Application Startup: Office Template Macros'?,The parent technique of attack technique 'T1137.001: Office Application Startup: Office Template Macros' is 'T1137: Office Application Startup',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1136.003: Create Account: Cloud Account'?,The parent technique of attack technique 'T1136.003: Create Account: Cloud Account' is 'T1136: Create Account',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1614.001: System Language Discovery'?,"The groups that used attack technique 'T1614.001: System Language Discovery' are: 'G0004: Ke3chang', 'G1026: Malteiro'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1491.001: Defacement: Internal Defacement'?,The parent technique of attack technique 'T1491.001: Defacement: Internal Defacement' is 'T1491: Defacement',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1020.001: Automated Exfiltration: Traffic Duplication'?,The parent technique of attack technique 'T1020.001: Automated Exfiltration: Traffic Duplication' is 'T1020: Automated Exfiltration',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1213.003: Code Repositories'?,The campaigns that used attack technique 'T1213.003: Code Repositories' were: 'C0024: SolarWinds Compromise',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1578.003: Modify Cloud Compute Infrastructure: Delete Cloud Instance'?,The parent technique of attack technique 'T1578.003: Modify Cloud Compute Infrastructure: Delete Cloud Instance' is 'T1578: Modify Cloud Compute Infrastructure',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0586: TAINTEDSCRIBE'?,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0280: MirageFox'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0071: Orangeworm'?,"The software used by attack group 'G0071: Orangeworm' are: 'S0039: Net', 'S0096: Systeminfo', 'S0099: Arp', 'S0100: ipconfig', 'S0103: route', 'S0104: netstat', 'S0106: cmd', 'S0236: Kwampirs'",2,"{""verdict"": ""yes""}"
What attack groups used software 'S0368: NotPetya'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1574.002: DLL Side-Loading'?,The campaigns that used attack technique 'T1574.002: DLL Side-Loading' were: 'C0012: Operation CuckooBees',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1567.002: Exfiltration to Cloud Storage'?,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1505.003: Web Shell'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1574.011: Hijack Execution Flow: Services Registry Permissions Weakness'?,The parent technique of attack technique 'T1574.011: Hijack Execution Flow: Services Registry Permissions Weakness' is 'T1574: Hijack Execution Flow',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1585.002: Establish Accounts: Email Accounts'?,The parent technique of attack technique 'T1585.002: Establish Accounts: Email Accounts' is 'T1585: Establish Accounts',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1543.003: Windows Service'?,"The groups that used attack technique 'T1543.003: Windows Service' are: 'G0004: Ke3chang', 'G0008: Carbanak', 'G0022: APT3', 'G0027: Threat Group-3390', 'G0032: Lazarus Group', 'G0046: FIN7', 'G0050: APT32', 'G0056: PROMETHIUM', 'G0073: APT19', 'G0080: Cobalt Group', 'G0081: Tropic Trooper', 'G0082: APT38', 'G0094: Kimsuky', 'G0096: APT41', 'G0102: Wizard Spider', 'G0105: DarkVishnya', 'G0108: Blue Mockingbird', 'G0139: TeamTNT', 'G1006: Earth Lusca', 'G1021: Cinnamon Tempest'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1021.007: Cloud Services'?,"The groups that used attack technique 'T1021.007: Cloud Services' are: 'G0016: APT29', 'G1015: Scattered Spider'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1583.004: Server'?,"The groups that used attack technique 'T1583.004: Server' are: 'G0034: Sandworm Team', 'G0093: GALLIUM', 'G0094: Kimsuky', 'G1006: Earth Lusca', 'G1020: Mustard Tempest'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1583.007: Acquire Infrastructure: Serverless'?,The parent technique of attack technique 'T1583.007: Acquire Infrastructure: Serverless' is 'T1583: Acquire Infrastructure',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1553.002: Code Signing'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0261: Catchamas'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1484.001: Group Policy Modification'?,"The groups that used attack technique 'T1484.001: Group Policy Modification' are: 'G0119: Indrik Spider', 'G1021: Cinnamon Tempest'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1098.006: Account Manipulation: Additional Container Cluster Roles'?,The parent technique of attack technique 'T1098.006: Account Manipulation: Additional Container Cluster Roles' is 'T1098: Account Manipulation',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1547.013: Boot or Logon Autostart Execution: XDG Autostart Entries'?,The parent technique of attack technique 'T1547.013: Boot or Logon Autostart Execution: XDG Autostart Entries' is 'T1547: Boot or Logon Autostart Execution',2,"{""verdict"": ""yes""}"
What attack groups used software 'S0572: Caterpillar WebShell'?,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1102: Web Service'?,"The campaigns that used attack technique 'T1102: Web Service' were: 'C0005: Operation Spalax', 'C0017: C0017', 'C0027: C0027'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0614: CostaBricks'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1098.005: Device Registration'?,"The campaigns that used attack technique 'T1098.005: Device Registration' were: 'C0024: SolarWinds Compromise', 'C0027: C0027'",1,"{""verdict"": ""uncertain""}"
What campaigns used software 'S0051: MiniDuke'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1584.008: Network Devices'?,"The groups that used attack technique 'T1584.008: Network Devices' are: 'G0007: APT28', 'G1017: Volt Typhoon'",1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1552.001: Credentials In Files'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1036.005: Match Legitimate Name or Location'?,"The groups that used attack technique 'T1036.005: Match Legitimate Name or Location' are: 'G0004: Ke3chang', 'G0006: APT1', 'G0007: APT28', 'G0008: Carbanak', 'G0012: Darkhotel', 'G0016: APT29', 'G0018: admin@338', 'G0019: Naikon', 'G0032: Lazarus Group', 'G0033: Poseidon Group', 'G0034: Sandworm Team', 'G0040: Patchwork', 'G0045: menuPass', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0050: APT32', 'G0054: Sowbug', 'G0056: PROMETHIUM', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0069: MuddyWater', 'G0081: Tropic Trooper', 'G0087: APT39', 'G0090: WIRTE', 'G0091: Silence', 'G0094: Kimsuky', 'G0095: Machete', 'G0096: APT41', 'G0106: Rocke', 'G0107: Whitefly', 'G0108: Blue Mockingbird', 'G0114: Chimera', 'G0117: Fox Kitten', 'G0119: Indrik Spider', 'G0121: Sidewinder', 'G0129: Mustang Panda', 'G0134: Transparent Tribe', 'G0135: BackdoorDiplomacy', 'G0137: Ferocious Kitten', 'G0139: TeamTNT', 'G1006: Earth Lusca', 'G1007: Aoqin Dragon', 'G1008: SideCopy', 'G1014: LuminousMoth', 'G1016: FIN13', 'G1017: Volt Typhoon', 'G1018: TA2541', 'G1020: Mustard Tempest', 'G1022: ToddyCat', 'G1023: APT5'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1110.004: Brute Force: Credential Stuffing'?,The parent technique of attack technique 'T1110.004: Brute Force: Credential Stuffing' is 'T1110: Brute Force',2,"{""verdict"": ""yes""}"
What software procedures use attack technique 'T1001.001: Junk Data'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1553.006: Code Signing Policy Modification'?,"The groups that used attack technique 'T1553.006: Code Signing Policy Modification' are: 'G0010: Turla', 'G0087: APT39'",1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S1012: PowerLess'?,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1069: Permission Groups Discovery'?,The campaigns that used attack technique 'T1069: Permission Groups Discovery' were: 'C0024: SolarWinds Compromise',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1053.005: Scheduled Task'?,"The groups that used attack technique 'T1053.005: Scheduled Task' are: 'G0016: APT29', 'G0019: Naikon', 'G0021: Molerats', 'G0022: APT3', 'G0032: Lazarus Group', 'G0035: Dragonfly', 'G0037: FIN6', 'G0038: Stealth Falcon', 'G0040: Patchwork', 'G0045: menuPass', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0049: OilRig', 'G0050: APT32', 'G0051: FIN10', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0061: FIN8', 'G0064: APT33', 'G0067: APT37', 'G0069: MuddyWater', 'G0075: Rancor', 'G0080: Cobalt Group', 'G0082: APT38', 'G0087: APT39', 'G0091: Silence', 'G0093: GALLIUM', 'G0094: Kimsuky', 'G0095: Machete', 'G0096: APT41', 'G0099: APT-C-36', 'G0102: Wizard Spider', 'G0108: Blue Mockingbird', 'G0114: Chimera', 'G0117: Fox Kitten', 'G0126: Higaisa', 'G0129: Mustang Panda', 'G0142: Confucius', 'G1001: HEXANE', 'G1002: BITTER', 'G1014: LuminousMoth', 'G1016: FIN13', 'G1018: TA2541', 'G1022: ToddyCat'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0469: ABK'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1562.004: Disable or Modify System Firewall'?,"The groups that used attack technique 'T1562.004: Disable or Modify System Firewall' are: 'G0008: Carbanak', 'G0032: Lazarus Group', 'G0035: Dragonfly', 'G0059: Magic Hound', 'G0082: APT38', 'G0094: Kimsuky', 'G0106: Rocke', 'G0139: TeamTNT', 'G1009: Moses Staff', 'G1022: ToddyCat'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1190: Exploit Public-Facing Application'?,"The campaigns that used attack technique 'T1190: Exploit Public-Facing Application' were: 'C0002: Night Dragon', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0017: C0017', 'C0018: C0018', 'C0024: SolarWinds Compromise', 'C0027: C0027', 'C0029: Cutting Edge'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0143: Aquatic Panda'?,"The software used by attack group 'G0143: Aquatic Panda' are: 'S0154: Cobalt Strike', 'S0385: njRAT'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1588.004: Obtain Capabilities: Digital Certificates'?,The parent technique of attack technique 'T1588.004: Obtain Capabilities: Digital Certificates' is 'T1588: Obtain Capabilities',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S1046: PowGoop'?,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0069: BLACKCOFFEE'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1543.004: Create or Modify System Process: Launch Daemon'?,The parent technique of attack technique 'T1543.004: Create or Modify System Process: Launch Daemon' is 'T1543: Create or Modify System Process',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0265: Kazuar'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
